,0,1,2
91,3.0,0.0,699.9
92,3.0,0.0,428.8
93,0.0,0.0,170.7
94,1.0,0.0,208.1
95,1.0,0.0,196.9
96,0.0,0.0,26.6
97,0.0,0.0,22.7
98,1.0,0.0,206.3
99,0.0,0.0,89.3
100,1.0,0.0,224.5
101,3.0,0.0,472.7
102,2.0,0.0,264.3
103,2.0,0.0,337.4
104,3.0,0.0,626.6
105,1.0,0.0,208.2
106,2.0,0.0,267.3
107,0.0,0.0,153.5
108,0.0,0.0,0.0
109,0.0,0.0,8.4
110,0.0,0.0,0.0
111,0.0,0.0,122.5
112,2.0,0.0,327.3
113,3.0,0.0,649.0
114,1.0,0.0,253.0
115,0.0,0.0,187.1
116,3.0,0.0,464.5
117,2.0,0.0,333.8
118,0.0,0.0,94.5
119,1.0,0.0,247.1
120,3.0,0.0,583.7
121,0.0,0.0,0.8
122,0.0,0.0,0.0
123,0.0,0.0,21.9
124,0.0,0.0,140.7
125,3.0,0.0,549.8
126,3.0,0.0,468.9
127,3.0,0.0,370.3
128,3.0,0.0,386.2
129,2.0,0.0,318.7
130,0.0,0.0,117.2
131,0.0,0.0,2.3
132,0.0,0.0,84.8
133,0.0,0.0,0.5
134,0.0,0.0,1.3
135,0.0,0.0,2.5
136,0.0,0.0,190.7
137,3.0,0.0,530.0
138,2.0,0.0,280.8
139,1.0,0.0,205.8
140,3.0,0.0,580.1
141,2.0,0.0,288.8
142,0.0,0.0,133.0
143,0.0,0.0,67.5
144,0.0,0.0,0.0
145,0.0,0.0,0.0
146,0.0,0.0,1.3
147,0.0,0.0,37.7
148,2.0,0.0,298.8
149,3.0,0.0,383.3
150,3.0,0.0,792.8
151,3.0,0.0,520.5
152,2.0,0.0,310.8
153,0.0,0.0,139.8
154,0.0,0.0,184.4
155,2.0,0.0,289.7
156,0.0,0.0,45.0
157,0.0,0.0,56.7
158,0.0,0.0,33.3
159,0.0,0.0,40.9
160,0.0,0.0,170.2
161,2.0,0.0,334.7
162,2.0,0.0,269.0
163,2.0,0.0,317.2
164,3.0,0.0,429.8
165,3.0,0.0,468.1
166,2.0,0.0,258.4
167,2.0,0.0,318.0
168,0.0,0.0,0.0
169,0.0,0.0,0.0
170,0.0,0.0,0.0
171,0.0,0.0,0.5
172,3.0,0.0,487.4
173,3.0,0.0,450.1
174,2.0,0.0,317.3
175,3.0,0.0,425.0
176,3.0,0.0,561.2
177,3.0,0.0,369.7
178,0.0,0.0,192.6
179,0.0,0.0,133.7
180,0.0,0.0,8.0
181,0.0,0.0,3.6
182,0.0,0.0,112.0
183,0.0,0.0,4.5
184,2.0,0.0,295.9
185,2.0,0.0,301.1
186,3.0,0.0,394.8
187,3.0,0.0,437.4
188,3.0,0.0,471.8
189,1.0,0.0,238.1
190,0.0,0.0,108.3
191,1.0,0.0,236.9
192,0.0,0.0,77.4
193,0.0,0.0,6.9
194,0.0,0.0,11.4
195,0.0,0.0,10.7
196,3.0,0.0,729.3
197,3.0,0.0,710.8
198,1.0,0.0,200.9
199,3.0,0.0,455.4
200,2.0,0.0,303.3
201,1.0,0.0,227.0
202,3.0,0.0,366.9
203,0.0,0.0,175.0
204,0.0,0.0,10.2
205,0.0,0.0,18.0
206,0.0,0.0,0.0
207,0.0,0.0,35.5
208,2.0,0.0,283.9
209,3.0,0.0,542.5
210,1.0,0.0,246.5
211,2.0,0.0,259.8
212,0.0,0.0,170.7
213,0.0,0.0,186.2
214,2.0,0.0,340.4
215,2.0,0.0,258.4
216,0.0,0.0,122.3
217,0.0,0.0,7.4
218,0.0,0.0,3.1
219,0.0,0.0,13.0
220,1.0,0.0,237.4
221,3.0,0.0,546.9
222,2.0,0.0,294.4
223,3.0,0.0,467.4
224,3.0,0.0,505.4
225,3.0,0.0,397.5
226,2.0,0.0,262.9
227,0.0,0.0,85.5
228,0.0,0.0,13.2
229,0.0,0.0,3.1
230,0.0,0.0,0.0
231,0.0,0.0,37.5
232,2.0,0.0,351.2
233,2.0,0.0,282.7
234,3.0,0.0,487.1
235,2.0,0.0,330.0
236,3.0,0.0,581.2
237,3.0,0.0,360.7
238,0.0,0.0,118.2
239,0.0,0.0,41.5
240,1.0,0.0,245.3
241,0.0,0.0,34.3
242,0.0,0.0,15.6
243,2.0,0.0,323.1
244,2.0,0.0,289.7
245,3.0,0.0,506.1
246,3.0,0.0,425.8
247,2.0,0.0,307.4
248,3.0,0.0,511.7
249,0.0,0.0,162.0
250,3.0,0.0,541.0
251,0.0,0.0,192.2
252,0.0,0.0,79.5
253,0.0,0.0,0.0
254,0.0,0.0,39.22457157659636
255,0.0,0.0,91.3
256,2.0,0.0,293.5
257,3.0,0.0,808.4
258,3.0,0.0,636.9
259,0.0,0.0,182.2
260,3.0,0.0,560.5
261,0.0,0.0,131.9
262,0.0,0.0,197.4
263,0.0,0.0,70.6
264,0.0,0.0,28.7
265,0.0,0.0,0.0
266,0.0,0.0,14.8
267,0.0,0.0,89.7
268,1.0,0.0,191.2
269,2.0,0.0,261.2
270,3.0,0.0,493.3
271,2.0,0.0,290.9
272,1.0,0.0,251.2
273,2.0,0.0,331.1
274,3.0,0.0,378.6
275,0.0,0.0,22.433075971581754
276,0.0,0.0,36.6
277,0.0,0.0,0.0
278,0.0,0.0,8.6
279,0.0,0.0,50.4
280,2.0,0.0,282.2
281,3.0,0.0,663.8
282,1.0,0.0,241.8
283,2.0,0.0,278.2
284,1.0,0.0,201.9
285,1.0,0.0,249.5
286,2.0,0.0,271.5
287,1.0,0.0,196.0
288,0.0,0.0,122.1
289,0.0,0.0,0.0
290,0.0,0.0,0.0
291,0.0,0.0,0.5
292,0.0,0.0,198.4
293,3.0,0.0,370.0
294,1.0,0.0,195.3
295,3.0,0.0,523.7
296,3.0,0.0,719.3
297,3.0,0.0,443.8
298,0.0,0.0,148.4
299,3.0,0.0,560.7
300,0.0,0.0,3.0
301,0.0,0.0,17.5
302,0.0,0.0,17.8
303,0.0,0.0,108.6
304,3.0,0.0,504.1
305,3.0,0.0,433.3
306,0.0,0.0,195.2
307,3.0,0.0,370.1
308,0.0,0.0,126.2
309,2.0,0.0,327.5
310,2.0,0.0,274.1
311,0.0,0.0,65.5
312,0.0,0.0,50.9
313,0.0,0.0,67.6
314,0.0,0.0,80.7
315,0.0,0.0,129.3
316,3.0,0.0,499.5
317,3.0,0.0,410.2
318,3.0,0.0,406.3
319,3.0,0.0,391.5
320,3.0,0.0,404.8
321,3.0,0.0,444.5
322,0.0,0.0,99.5
323,0.0,0.0,13.5
324,0.0,0.0,74.2
325,0.0,0.0,118.4
326,0.0,0.0,129.2
327,0.0,0.0,69.8
328,2.0,0.0,316.6
329,3.0,0.0,588.8
330,0.0,0.0,134.0
331,3.0,0.0,644.7
332,0.0,0.0,172.9
333,3.0,0.0,413.0
334,1.0,0.0,251.5
335,0.0,0.0,13.5
336,0.0,0.0,87.4
337,0.0,0.0,105.4
338,0.0,0.0,131.2
339,0.0,0.0,10.9
340,1.0,0.0,231.5
341,3.0,0.0,533.6
342,2.0,0.0,317.9
343,3.0,0.0,446.7
344,3.0,0.0,677.2
345,0.0,0.0,82.3
346,1.0,0.0,249.4
347,1.0,0.0,201.6
348,0.0,0.0,25.3
349,0.0,0.0,0.0
350,0.0,0.0,2.5
351,0.0,0.0,2.5
352,1.0,0.0,205.4
353,3.0,0.0,393.5
354,2.0,0.0,289.3
355,3.0,0.0,571.0
356,2.0,0.0,294.4
357,3.0,0.0,368.3
358,0.0,0.0,22.8
359,0.0,0.0,182.7
360,0.0,0.0,2.8
361,0.0,0.0,2.5
362,0.0,0.0,10.1
363,0.0,0.0,58.2
364,3.0,0.0,479.7
365,1.0,0.0,252.57298191082955
366,3.0,0.0,351.5443062200478
367,2.0,0.0,299.5840583173041
368,1.0,0.0,207.9533576439431
369,0.0,0.0,103.5701985170605
370,0.0,0.0,43.037585807822076
371,0.0,0.0,22.433075971581754
372,0.0,0.0,4.5
373,0.0,0.0,11.7
374,0.0,0.0,8.1
375,0.0,0.0,58.4
376,3.0,0.0,365.4
377,3.0,0.0,544.2
378,3.0,0.0,376.6
379,2.0,0.0,294.1
380,3.0,0.0,759.0
381,1.0,0.0,239.8
382,2.0,0.0,268.8
383,0.0,0.0,56.9
384,0.0,0.0,7.3
385,0.0,0.0,172.9
386,0.0,0.0,6.9
387,0.0,0.0,131.4
388,0.0,0.0,62.0
389,3.0,0.0,708.4
390,2.0,0.0,323.5
391,3.0,0.0,924.9
392,3.0,0.0,761.1
393,2.0,0.0,338.1
394,1.0,0.0,240.2
395,0.0,0.0,46.1
396,0.0,0.0,6.6
397,0.0,0.0,0.0
398,0.0,0.0,0.5
399,0.0,0.0,133.6
400,3.0,0.0,726.8
401,3.0,0.0,374.1
402,3.0,0.0,368.7
403,3.0,0.0,411.6
404,3.0,0.0,578.9
405,0.0,0.0,182.4
406,2.0,0.0,275.4
407,0.0,0.0,95.4
408,0.0,0.0,16.5
409,0.0,0.0,15.3
410,0.0,0.0,116.5
411,0.0,0.0,64.12615519439292
412,1.0,0.0,194.3
413,3.0,0.0,498.3
414,3.0,0.0,664.8
415,3.0,0.0,562.9
416,3.0,0.0,383.8
417,0.0,0.0,174.9
418,1.0,0.0,199.2
419,1.0,0.0,212.2
420,0.0,0.0,21.6
421,0.0,0.0,10.7
422,0.0,0.0,0.0
423,0.0,0.0,112.0
424,2.0,0.0,330.5
425,3.0,0.0,732.8
426,3.0,0.0,449.5
427,2.0,0.0,332.0
428,3.0,0.0,349.5
429,3.0,0.0,383.3
430,1.0,0.0,251.7
431,3.0,0.0,617.5
432,0.0,0.0,13.4
433,0.0,0.0,57.2
434,0.0,0.0,50.5
435,0.0,0.0,101.6
436,3.0,0.0,368.9
437,3.0,0.0,668.6
438,2.0,0.0,318.2
439,3.0,0.0,397.1
440,3.0,0.0,546.7
441,2.0,0.0,318.4
442,2.0,0.0,316.3
443,0.0,0.0,107.5
444,0.0,0.0,54.1
445,0.0,0.0,1.5
446,0.0,0.0,16.1
447,0.0,0.0,77.3
448,3.0,0.0,480.5
449,3.0,0.0,541.0
450,2.0,0.0,335.6
451,1.0,0.0,202.8
452,3.0,0.0,512.5
453,2.0,0.0,263.9
454,0.0,0.0,165.9
455,0.0,0.0,131.3
456,0.0,0.0,0.5
457,0.0,0.0,2.8
458,0.0,0.0,59.4
459,0.0,0.0,0.0
460,2.0,0.0,320.7
461,2.0,0.0,335.4
462,2.0,0.0,268.1
463,3.0,0.0,889.2
464,3.0,0.0,477.5
465,0.0,0.0,114.1
466,1.0,0.0,221.0
467,2.0,0.0,318.8
468,0.0,0.0,0.0
469,0.0,0.0,12.8
470,0.0,0.0,0.0
471,0.0,0.0,77.8
472,1.0,0.0,251.9
473,3.0,0.0,497.0
474,2.0,0.0,302.5
475,2.0,0.0,311.9
476,3.0,0.0,516.0
477,3.0,0.0,382.8
478,2.0,0.0,266.0
479,2.0,0.0,279.5
480,0.0,0.0,39.2
481,0.0,0.0,7.4
482,0.0,0.0,39.22457157659636
483,0.0,0.0,64.12615519439292
484,0.0,0.0,115.95978295502199
485,1.0,0.0,252.57298191082955
486,3.0,0.0,351.5443062200478
487,2.0,0.0,299.5840583173041
488,1.0,0.0,207.9533576439431
489,0.0,0.0,103.5701985170605
490,0.0,0.0,43.037585807822076
491,0.0,0.0,22.433075971581754
492,0.0,0.0,84.4
493,0.0,0.0,3.6
494,0.0,0.0,21.1
495,0.0,0.0,135.2
496,2.0,0.0,309.1
497,3.0,0.0,535.9
498,1.0,0.0,189.0
499,3.0,0.0,367.4
500,3.0,0.0,478.3
501,2.0,0.0,276.9
502,0.0,0.0,146.9
503,1.0,0.0,243.8
504,0.0,0.0,25.1
505,0.0,0.0,111.1
506,0.0,0.0,63.2
507,0.0,0.0,127.7
508,1.0,0.0,206.3
509,3.0,0.0,965.6
510,3.0,0.0,490.0
511,2.0,0.0,293.7
512,1.0,0.0,207.9533576439431
513,3.0,0.0,376.0
514,0.0,0.0,67.5
515,0.0,0.0,168.6
516,0.0,0.0,0.0
517,0.0,0.0,56.4
518,0.0,0.0,0.0
519,0.0,0.0,166.5
520,3.0,0.0,405.8
521,3.0,0.0,658.4
522,3.0,0.0,743.3
523,3.0,0.0,404.0
524,3.0,0.0,627.5
525,2.0,0.0,339.6
526,0.0,0.0,81.1
527,0.0,0.0,7.0
528,0.0,0.0,0.8
529,0.0,0.0,0.0
530,0.0,0.0,0.0
531,0.0,0.0,95.5
532,2.0,0.0,264.2
533,3.0,0.0,369.9
534,3.0,0.0,366.7
535,2.0,0.0,347.3
536,3.0,0.0,494.5
537,1.0,0.0,224.6
538,0.0,0.0,89.3
539,0.0,0.0,169.4
540,0.0,0.0,82.7
541,0.0,0.0,7.2
542,0.0,0.0,0.0
543,0.0,0.0,45.4
544,2.0,0.0,259.0
545,3.0,0.0,619.9
546,3.0,0.0,665.3
547,0.0,0.0,101.3
548,2.0,0.0,360.9
549,3.0,0.0,489.0
550,1.0,0.0,209.6
551,3.0,0.0,434.8
552,0.0,0.0,0.0
553,0.0,0.0,0.8
554,0.0,0.0,69.7
555,0.0,0.0,39.4
556,3.0,0.0,452.9
557,3.0,0.0,657.7
558,3.0,0.0,385.5
559,3.0,0.0,541.3
560,1.0,0.0,240.3
561,2.0,0.0,315.6
562,2.0,0.0,287.5
563,0.0,0.0,89.2
564,0.0,0.0,56.0
565,0.0,0.0,65.3
566,0.0,0.0,20.1
567,0.0,0.0,159.4
568,1.0,0.0,241.1
569,3.0,0.0,549.9
570,3.0,0.0,444.4
571,2.0,0.0,262.8
572,3.0,0.0,370.1
573,1.0,0.0,243.6
574,1.0,0.0,246.0
575,0.0,0.0,63.3
576,0.0,0.0,83.8
577,0.0,0.0,2.1
578,0.0,0.0,34.3
579,0.0,0.0,58.0
580,3.0,0.0,394.7
581,3.0,0.0,539.4
582,3.0,0.0,510.8
583,3.0,0.0,605.4
584,3.0,0.0,763.8
585,1.0,0.0,247.2
586,0.0,0.0,84.8
587,0.0,0.0,124.7
588,0.0,0.0,57.3
589,0.0,0.0,28.2
590,0.0,0.0,9.9
591,0.0,0.0,68.8
592,3.0,0.0,663.6
593,3.0,0.0,651.1
594,2.0,0.0,298.4
595,2.0,0.0,356.9
596,2.0,0.0,341.8
597,3.0,0.0,466.5
598,3.0,0.0,362.9
599,0.0,0.0,44.2
600,0.0,0.0,49.2
601,0.0,0.0,77.2
602,0.0,0.0,33.8
603,0.0,0.0,130.3
604,3.0,0.0,491.8
605,2.0,0.0,343.1
606,3.0,0.0,468.4
607,3.0,0.0,467.7
608,2.0,0.0,325.1
609,3.0,0.0,458.7
610,0.0,0.0,164.1
611,0.0,0.0,70.5
612,0.0,0.0,28.0
613,0.0,0.0,19.3
614,0.0,0.0,4.6
615,0.0,0.0,19.0
616,0.0,0.0,142.4
617,3.0,0.0,741.9
618,2.0,0.0,316.2
619,3.0,0.0,421.3
620,2.0,0.0,354.3
621,2.0,0.0,299.7
622,0.0,0.0,88.6
623,0.0,0.0,71.9
624,0.0,0.0,22.9
625,0.0,0.0,14.3
626,0.0,0.0,30.4
627,0.0,0.0,24.6
628,3.0,0.0,355.1
629,3.0,0.0,530.7
630,3.0,0.0,440.7
631,3.0,0.0,388.4
632,2.0,0.0,350.6
633,2.0,0.0,265.2
634,2.0,0.0,313.8
635,0.0,0.0,70.7
636,0.0,0.0,10.1
637,0.0,0.0,1.8
638,0.0,0.0,31.3
639,0.0,0.0,86.7
640,1.0,0.0,238.1
641,3.0,0.0,455.7
642,3.0,0.0,817.1
643,3.0,0.0,409.3
644,3.0,0.0,589.6
645,3.0,0.0,332.7
646,1.0,0.0,242.5
647,0.0,0.0,128.5
648,0.0,0.0,104.2
649,0.0,0.0,72.4
650,0.0,0.0,12.1
651,0.0,0.0,53.5
652,3.0,0.0,535.4
653,3.0,0.0,541.5
654,2.0,0.0,308.4
655,2.0,0.0,270.7
656,3.0,0.0,442.4
657,3.0,0.0,400.0
658,0.0,0.0,191.7
659,0.0,0.0,92.8
660,0.0,0.0,82.1
661,0.0,0.0,99.4
662,0.0,0.0,33.2
663,0.0,0.0,88.1
664,3.0,0.0,973.1
665,3.0,0.0,383.3
666,2.0,0.0,304.9
667,3.0,0.0,557.1
668,3.0,0.0,612.0
669,3.0,0.0,379.9
670,2.0,0.0,280.6
671,0.0,0.0,144.5
672,0.0,0.0,152.4
673,0.0,0.0,14.9
674,0.0,0.0,17.3
675,0.0,0.0,46.4
676,2.0,0.0,310.4
677,3.0,0.0,367.7
678,3.0,0.0,409.1
679,3.0,0.0,420.6
680,3.0,0.0,474.5
681,2.0,0.0,259.8
682,0.0,0.0,101.7
683,3.0,0.0,384.9
684,0.0,0.0,79.9
685,0.0,0.0,26.8
686,0.0,0.0,7.4
687,0.0,0.0,69.5
688,2.0,0.0,259.9
689,3.0,0.0,434.7
690,2.0,0.0,303.3
691,3.0,0.0,601.2
692,3.0,0.0,614.3
693,2.0,0.0,295.5
694,0.0,0.0,109.3
695,0.0,0.0,179.9
696,0.0,0.0,65.5
697,0.0,0.0,21.9
698,0.0,0.0,3.1
699,0.0,0.0,18.1
700,3.0,0.0,530.6
701,3.0,0.0,465.3
702,2.0,0.0,287.3
703,3.0,0.0,472.1
704,3.0,0.0,521.2
705,1.0,0.0,218.9
706,3.0,0.0,349.2
707,0.0,0.0,101.6
708,0.0,0.0,11.8
709,0.0,0.0,30.4
710,0.0,0.0,25.3
711,0.0,0.0,51.0
712,2.0,0.0,292.3
713,3.0,0.0,408.8
714,3.0,0.0,392.1
715,3.0,0.0,396.6
716,3.0,0.0,576.8
717,2.0,0.0,290.5
718,0.0,0.0,187.9
719,3.0,0.0,500.4
720,0.0,0.0,79.8
721,0.0,0.0,4.2
722,0.0,0.0,12.0
723,0.0,0.0,38.7
724,3.0,0.0,376.9
725,0.0,0.0,148.8
726,3.0,0.0,433.5
727,2.0,0.0,335.6
728,3.0,0.0,454.1
729,0.0,0.0,171.9
730,2.0,0.0,333.8
731,2.0,0.0,311.9
732,0.0,0.0,164.6
733,0.0,0.0,21.6
734,0.0,0.0,30.0
735,0.0,0.0,63.4
736,3.0,0.0,516.4
737,2.0,0.0,340.8
738,3.0,0.0,537.8
739,3.0,0.0,614.3
740,2.0,0.0,303.5
741,3.0,0.0,427.5
742,0.0,0.0,99.7
743,0.0,0.0,97.0
744,0.0,0.0,22.1
745,0.0,0.0,1.3
746,0.0,0.0,4.2
747,0.0,0.0,81.5
748,2.0,0.0,297.6
749,3.0,0.0,545.2
750,3.0,0.0,519.3
751,1.0,0.0,242.0
752,3.0,0.0,496.8
753,2.0,0.0,281.6
754,0.0,0.0,152.0
755,0.0,0.0,119.2
756,0.0,0.0,106.3
757,0.0,0.0,64.7
758,0.0,0.0,14.6
759,0.0,0.0,20.8
760,2.0,0.0,317.3
761,3.0,0.0,422.8
762,2.0,0.0,345.2
763,2.0,0.0,281.4
764,3.0,0.0,489.8
765,0.0,0.0,146.8
766,2.0,0.0,343.7
767,0.0,0.0,65.8
768,0.0,0.0,72.2
769,0.0,0.0,34.0
770,0.0,0.0,7.8
771,0.0,0.0,58.2
772,3.0,0.0,422.7
773,3.0,0.0,407.3
774,3.0,0.0,564.6
775,2.0,0.0,342.9
776,3.0,0.0,423.5
777,3.0,0.0,386.6
778,3.0,0.0,418.4
779,1.0,0.0,232.7
780,0.0,0.0,41.5
781,0.0,0.0,32.8
782,0.0,0.0,37.7
783,0.0,0.0,35.3
784,3.0,0.0,398.0
785,3.0,0.0,394.6
786,3.0,0.0,421.1
787,2.0,0.0,327.9
788,3.0,0.0,470.2
789,3.0,0.0,505.3
790,0.0,0.0,178.4
791,0.0,0.0,155.9
792,0.0,0.0,13.7
793,0.0,0.0,1.7
794,0.0,0.0,7.5
795,0.0,0.0,178.3
796,3.0,0.0,420.2
797,3.0,0.0,470.0
798,3.0,0.0,544.6
799,3.0,0.0,384.9
800,3.0,0.0,444.5
801,2.0,0.0,263.8
802,3.0,0.0,413.9
803,1.0,0.0,180.0
804,0.0,0.0,18.1
805,0.0,0.0,20.3
806,0.0,0.0,30.5
807,0.0,0.0,29.6
808,3.0,0.0,418.6
809,3.0,0.0,488.6
810,2.0,0.0,371.4
811,3.0,0.0,370.3
812,3.0,0.0,357.5
813,1.0,0.0,247.2
814,2.0,0.0,349.8
815,2.0,0.0,289.1
816,0.0,0.0,22.2
817,0.0,0.0,43.9
818,0.0,0.0,17.2
819,2.0,0.0,301.4
820,3.0,0.0,353.3
821,2.0,0.0,343.8
822,2.0,0.0,257.1
823,3.0,0.0,456.2
824,2.0,0.0,321.6
825,3.0,0.0,398.4
826,3.0,0.0,372.2
827,0.0,0.0,74.8
828,2.0,0.0,276.9
829,0.0,0.0,27.5
830,0.0,0.0,8.0
831,0.0,0.0,24.2
832,3.0,0.0,362.9
833,3.0,0.0,706.3
834,0.0,0.0,173.6
835,3.0,0.0,357.4
836,2.0,0.0,351.8
837,3.0,0.0,373.6
838,2.0,0.0,323.7
839,0.0,0.0,99.7
840,0.0,0.0,20.9
841,0.0,0.0,9.7
842,0.0,0.0,0.6
843,0.0,0.0,161.6
844,3.0,0.0,551.4
845,3.0,0.0,441.4
846,3.0,0.0,382.1
847,3.0,0.0,487.7
848,3.0,0.0,387.0
849,0.0,0.0,166.8
850,2.0,0.0,307.2
851,3.0,0.0,359.6
852,0.0,0.0,79.7
853,0.0,0.0,43.2
854,0.0,0.0,6.1
855,0.0,0.0,6.9
856,2.0,0.0,275.3
857,2.0,0.0,339.3
858,2.0,0.0,341.1
859,2.0,0.0,345.5
860,3.0,0.0,467.1
861,2.0,0.0,263.6
862,0.0,0.0,153.3
863,0.0,0.0,67.1
864,0.0,0.0,109.6
865,0.0,0.0,29.3
866,0.0,0.0,18.9
867,0.0,0.0,63.4
868,2.0,0.0,343.6
869,3.0,0.0,462.2
870,3.0,0.0,656.6
871,2.0,0.0,346.3
872,2.0,0.0,310.8
873,1.0,0.0,243.7
874,0.0,0.0,83.4
875,0.0,0.0,44.6
876,0.0,0.0,35.5
877,0.0,0.0,9.4
878,0.0,0.0,3.9
879,0.0,0.0,64.8
880,0.0,0.0,146.3
881,2.0,0.0,282.8
882,3.0,0.0,455.9
883,0.0,0.0,173.6
884,2.0,0.0,330.2
885,0.0,0.0,163.5
886,0.0,0.0,169.8
887,0.0,0.0,13.6
888,0.0,0.0,5.5
889,0.0,0.0,0.8
890,0.0,0.0,9.2
891,0.0,0.0,38.8
892,3.0,0.0,728.4
893,3.0,0.0,604.2
894,3.0,0.0,575.7
895,3.0,0.0,494.4
896,2.0,0.0,271.9
897,1.0,0.0,252.0
898,0.0,0.0,143.7
899,3.0,0.0,500.7
900,0.0,0.0,11.1
901,0.0,0.0,27.8
902,0.0,0.0,1.7
903,0.0,0.0,94.1
904,2.0,0.0,270.8
905,3.0,0.0,600.6
906,2.0,0.0,344.1
907,3.0,0.0,510.7
908,3.0,0.0,452.6
909,1.0,0.0,242.1
910,2.0,0.0,348.4
911,0.0,0.0,170.7
912,0.0,0.0,8.8
913,0.0,0.0,2.8
914,0.0,0.0,6.6
915,0.0,0.0,97.5
916,1.0,0.0,229.2
917,3.0,0.0,448.7
918,3.0,0.0,410.5
919,2.0,0.0,347.6
920,3.0,0.0,369.0
921,0.0,0.0,164.5
922,1.0,0.0,238.8
923,0.0,0.0,60.5
924,0.0,0.0,22.1
925,0.0,0.0,0.0
926,0.0,0.0,3.1
927,0.0,0.0,9.1
928,1.0,0.0,240.8
929,3.0,0.0,424.3
930,3.0,0.0,468.9
931,3.0,0.0,493.8
932,3.0,0.0,505.5
933,2.0,0.0,275.8
934,2.0,0.0,261.0
935,0.0,0.0,88.1
936,0.0,0.0,69.4
937,0.0,0.0,173.8
938,0.0,0.0,26.3
939,0.0,0.0,156.6
940,0.0,0.0,162.3
941,3.0,0.0,424.9
942,3.0,0.0,446.4
943,0.0,0.0,125.8
944,2.0,0.0,283.6
945,2.0,0.0,347.1
946,0.0,0.0,158.9
947,3.0,0.0,445.2
948,0.0,0.0,12.0
949,0.0,0.0,19.2
950,0.0,0.0,24.1
951,0.0,0.0,55.0
952,2.0,0.0,278.1
953,3.0,0.0,588.4
954,1.0,0.0,230.9
955,3.0,0.0,375.2
956,2.0,0.0,362.5
957,3.0,0.0,358.9
958,1.0,0.0,232.1
959,0.0,0.0,94.4
960,0.0,0.0,14.8
961,0.0,0.0,0.6
962,0.0,0.0,1.5
963,0.0,0.0,8.2
964,2.0,0.0,302.6
965,2.0,0.0,312.2
966,2.0,0.0,308.5
967,3.0,0.0,444.0
968,3.0,0.0,408.9
969,0.0,0.0,176.1
970,0.0,0.0,163.5
971,0.0,0.0,47.0
972,0.0,0.0,72.4
973,0.0,0.0,35.2
974,0.0,0.0,20.4
975,0.0,0.0,17.7
976,0.0,0.0,162.9
977,2.0,0.0,343.7
978,0.0,0.0,45.3
979,3.0,0.0,666.5
980,3.0,0.0,378.9
981,3.0,0.0,373.4
982,2.0,0.0,313.4
983,2.0,0.0,334.1
984,0.0,0.0,10.2
985,0.0,0.0,39.9
986,0.0,0.0,28.0
987,0.0,0.0,82.7
988,3.0,0.0,427.5
989,3.0,0.0,357.4
990,3.0,0.0,495.6
991,3.0,0.0,354.2
992,3.0,0.0,603.3
